Time,Score,TensionZ,AsymZ,DurScore,SuppScore,BPM,BlinkRate,Flags
03:28:03.260,0.47,-11.52,15.28,0.0,0.0,54,20,ASYMMETRY +15 | POSTURAL SHIFT
03:28:03.281,0.36,-11.73,14.35,0.0,0.0,54,20,ASYMMETRY +14 | POSTURAL SHIFT
03:28:03.305,0.45,-6.09,13.21,0.0,0.0,54,20,ASYMMETRY +13 | POSTURAL SHIFT
03:28:03.323,0.69,-1.86,12.35,0.0,0.0,54,20,ASYMMETRY +12 | POSTURAL SHIFT
03:28:03.395,0.94,-0.98,12.51,0.0,0.0,54,20,ASYMMETRY +12 | POSTURAL SHIFT
03:28:03.417,1.2,-0.32,12.63,0.0,0.0,54,20,ASYMMETRY +12 | POSTURAL SHIFT
03:28:03.447,1.39,-0.69,12.3,0.0,0.0,54,20,ASYMMETRY +12 | POSTURAL SHIFT
03:28:03.465,1.55,-0.98,12.06,0.0,0.0,54,20,ASYMMETRY +12 | POSTURAL SHIFT
03:28:03.534,1.61,-2.96,12.61,0.0,0.0,54,20,ASYMMETRY +12
03:28:03.553,1.62,-4.44,13.03,0.0,0.0,54,20,ASYMMETRY +13
03:28:03.577,1.55,-7.35,14.37,0.0,0.0,54,20,ASYMMETRY +14
03:28:03.597,1.43,-9.53,15.49,0.0,0.0,54,20,ASYMMETRY +15
03:28:03.637,1.22,-12.42,16.2,0.0,0.0,54,20,ASYMMETRY +16
03:28:03.656,1.0,-12.39,14.85,0.0,0.0,54,20,ASYMMETRY +14
03:28:03.733,0.8,-11.75,13.71,0.0,0.0,54,20,ASYMMETRY +13
03:28:03.756,0.62,-11.27,12.86,0.0,0.0,54,20,ASYMMETRY +12
03:28:03.783,0.43,-11.56,12.4,0.0,0.0,54,20,ASYMMETRY +12
03:28:03.802,0.25,-12.09,12.87,0.0,0.0,54,20,ASYMMETRY +12
03:28:03.869,0.1,-12.56,13.35,0.0,0.0,54,20,ASYMMETRY +13
03:28:03.888,-0.05,-12.91,13.71,0.0,0.0,54,20,ASYMMETRY +13
03:28:03.915,-0.16,-12.4,13.42,0.0,0.0,54,20,ASYMMETRY +13 | POSTURAL SHIFT
03:28:03.934,-0.25,-12.02,13.2,0.0,0.0,54,20,ASYMMETRY +13 | POSTURAL SHIFT
03:28:03.991,-0.34,-12.15,12.82,0.0,0.0,54,20,ASYMMETRY +12 | POSTURAL SHIFT
03:28:04.012,-0.44,-12.24,12.54,0.0,0.0,54,20,ASYMMETRY +12 | POSTURAL SHIFT
03:28:04.038,-0.5,-11.97,13.02,0.0,0.0,54,20,ASYMMETRY +13 | POSTURAL SHIFT
03:28:04.056,-0.53,-10.91,12.31,0.0,0.0,54,20,ASYMMETRY +12 | POSTURAL SHIFT
03:28:04.128,-0.54,-10.07,11.58,0.0,0.0,54,20,POSTURAL SHIFT
03:28:04.149,-0.54,-9.43,11.04,0.0,0.0,54,20,
03:28:04.180,-0.52,-8.6,10.62,0.0,0.0,54,20,
03:28:04.197,-0.48,-7.98,10.31,0.0,0.0,54,20,
03:28:04.274,-0.44,-8.75,11.7,0.0,0.0,54,20,
03:28:04.295,-0.4,-9.31,12.75,0.0,0.0,54,20,ASYMMETRY +12
03:28:04.319,-0.28,-7.94,13.26,0.0,0.0,54,20,ASYMMETRY +13
03:28:04.338,-0.12,-6.79,13.76,0.0,0.0,54,20,ASYMMETRY +13
03:28:04.389,0.03,-7.05,14.49,0.0,0.0,54,20,ASYMMETRY +14
03:28:04.413,0.17,-7.23,15.04,0.0,0.0,54,20,ASYMMETRY +15
03:28:04.451,0.22,-9.45,15.43,0.0,0.0,54,20,ASYMMETRY +15
03:28:04.474,0.2,-11.11,15.73,0.0,0.0,54,20,ASYMMETRY +15
03:28:04.503,0.15,-12.29,16.43,0.0,0.0,54,20,ASYMMETRY +16 | POSTURAL SHIFT
03:28:04.521,0.09,-12.87,16.59,0.0,0.0,54,20,ASYMMETRY +16 | POSTURAL SHIFT
03:28:04.608,0.02,-13.3,16.71,0.0,0.0,54,20,ASYMMETRY +16 | POSTURAL SHIFT
03:28:04.626,-0.05,-13.62,16.81,0.0,0.0,54,20,ASYMMETRY +16 | POSTURAL SHIFT
03:28:04.651,0.06,-9.55,16.9,0.0,0.0,54,20,ASYMMETRY +16 | POSTURAL SHIFT
03:28:04.666,0.29,-6.5,16.97,0.0,0.0,54,20,ASYMMETRY +16 | POSTURAL SHIFT
